Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
Food for life (Thursday),1180.28,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5479
Food for Life (Tuesday),834.21,2022,"Beans, pulses, fish, eggs, meat and other proteins",3745
Food for Life (Tuesday),636,2022,Dairy and alternatives,3745
Food for Life (Tuesday),792.07,2022,Eat less often and in small amounts,3745
Food for Life (Tuesday),2575.58,2022,Fruit and vegetables,3745
Food for Life (Tuesday),385.5,2022,Not Applicable,3745
Food for Life (Tuesday),6,2022,Oil & Spreads,3745
Food for Life (Tuesday),901.2,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3745
Food for Life (YSH),815.7,2022,"Beans, pulses, fish, eggs, meat and other proteins",9535
Food for Life (YSH),31.2,2022,Dairy and alternatives,9535
Food for Life (YSH),314.9,2022,Eat less often and in small amounts,9535
Food for Life (YSH),665.7,2022,Fruit and vegetables,9535
Food for Life (YSH),339.34,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9535
Food Revival/ Rethink Food (YSH),948,2022,"Beans, pulses, fish, eggs, meat and other proteins",9312
Food Revival/ Rethink Food (YSH),112.5,2022,Dairy and alternatives,9312
Food Revival/ Rethink Food (YSH),724,2022,Eat less often and in small amounts,9312
Food Revival/ Rethink Food (YSH),300,2022,Fruit and vegetables,9312
Food Revival/ Rethink Food (YSH),1820,2022,Not Applicable,9312
Food Revival/ Rethink Food (YSH),1250,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9312
Fusion Foodbank,532.53,2022,"Beans, pulses, fish, eggs, meat and other proteins",4732
Fusion Foodbank,690.9,2022,Dairy and alternatives,4732
Fusion Foodbank,834.19,2022,Eat less often and in small amounts,4732
Fusion Foodbank,2294.78,2022,Fruit and vegetables,4732
Fusion Foodbank,3817.35,2022,Not Applicable,4732
Fusion Foodbank,6,2022,Oil & Spreads,4732
Fusion Foodbank,1214.98,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4732
Game Changerz,1265.75,2022,"Beans, pulses, fish, eggs, meat and other proteins",10446
Game Changerz,731.6,2022,Dairy and alternatives,10446
Game Changerz,1200,2022,Eat less often and in small amounts,10446
Game Changerz,2985.5,2022,Fruit and vegetables,10446
Game Changerz,635.9,2022,Not Applicable,10446
Game Changerz,15,2022,Oil & Spreads,10446
Game Changerz,1556.75,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10446
Gateway Cafe YSH,917.15,2022,"Beans, pulses, fish, eggs, meat and other proteins",10094
Gateway Cafe YSH,18,2022,Dairy and alternatives,10094
Gateway Cafe YSH,376.94,2022,Eat less often and in small amounts,10094
Gateway Cafe YSH,736.9,2022,Fruit and vegetables,10094
Gateway Cafe YSH,32,2022,Not Applicable,10094
Gateway Cafe YSH,294.1,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10094
"Give-a-Gift, (The Muslim Kitchen)",217.9,2022,"Beans, pulses, fish, eggs, meat and other proteins",7420
"Give-a-Gift, (The Muslim Kitchen)",194.4,2022,Dairy and alternatives,7420
"Give-a-Gift, (The Muslim Kitchen)",624.45,2022,Eat less often and in small amounts,7420
"Give-a-Gift, (The Muslim Kitchen)",2494.18,2022,Fruit and vegetables,7420
"Give-a-Gift, (The Muslim Kitchen)",572.6,2022,Not Applicable,7420
"Give-a-Gift, (The Muslim Kitchen)",3,2022,Oil & Spreads,7420
"Give-a-Gift, (The Muslim Kitchen)",1328.69,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7420
Good Food Keighley,639.28,2022,"Beans, pulses, fish, eggs, meat and other proteins",10541
Good Food Keighley,465.8,2022,Dairy and alternatives,10541
Good Food Keighley,677.26,2022,Eat less often and in small amounts,10541
Good Food Keighley,2204.4,2022,Fruit and vegetables,10541
Good Food Keighley,525.2,2022,Not Applicable,10541
Good Food Keighley,6,2022,Oil & Spreads,10541
Good Food Keighley,1005,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10541
Grassroots (Food Poverty Reduction Scheme),964.88,2022,"Beans, pulses, fish, eggs, meat and other proteins",7485
Grassroots (Food Poverty Reduction Scheme),750.1,2022,Dairy and alternatives,7485
Grassroots (Food Poverty Reduction Scheme),776.14,2022,Eat less often and in small amounts,7485
Grassroots (Food Poverty Reduction Scheme),2171.22,2022,Fruit and vegetables,7485
Grassroots (Food Poverty Reduction Scheme),646.8,2022,Not Applicable,7485
Grassroots (Food Poverty Reduction Scheme),6,2022,Oil & Spreads,7485
Grassroots (Food Poverty Reduction Scheme),1263.98,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7485
Grassroots (Food Poverty Reduction Team) (YSH),249.49,2022,"Beans, pulses, fish, eggs, meat and other proteins",9463
Grassroots (Food Poverty Reduction Team) (YSH),19.6,2022,Eat less often and in small amounts,9463
Grassroots (Food Poverty Reduction Team) (YSH),52,2022,Fruit and vegetables,9463
Grassroots (Food Poverty Reduction Team) (YSH),141.6,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9463
Groundwork Leeds HH,9.5,2022,Eat less often and in small amounts,3363
Groundwork Leeds HH,34.8,2022,Fruit and vegetables,3363
Groundwork Leeds HH,58,2022,Not Applicable,3363
Groundwork Leeds HH,136,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3363
Guiseley Community Foundation HH,2,2022,"Beans, pulses, fish, eggs, meat and other proteins",5347
Guiseley Community Foundation HH,2,2022,Dairy and alternatives,5347
Guiseley Community Foundation HH,9.5,2022,Eat less often and in small amounts,5347
Guiseley Community Foundation HH,63.2,2022,Fruit and vegetables,5347
Guiseley Community Foundation HH,50,2022,Not Applicable,5347
Gummy Bears Nursery,689.15,2022,"Beans, pulses, fish, eggs, meat and other proteins",5648
Gummy Bears Nursery,813.3,2022,Dairy and alternatives,5648
Gummy Bears Nursery,1037,2022,Eat less often and in small amounts,5648
Gummy Bears Nursery,2847.55,2022,Fruit and vegetables,5648
Gummy Bears Nursery,202.5,2022,Not Applicable,5648
Gummy Bears Nursery,11.5,2022,Oil & Spreads,5648
Gummy Bears Nursery,1359.85,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5648
Gummy Bears Nursery (YSH),811.1,2022,"Beans, pulses, fish, eggs, meat and other proteins",9447
Gummy Bears Nursery (YSH),38,2022,Dairy and alternatives,9447
Gummy Bears Nursery (YSH),279,2022,Eat less often and in small amounts,9447
Gummy Bears Nursery (YSH),666.8,2022,Fruit and vegetables,9447
Gummy Bears Nursery (YSH),355.44,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9447
Hamara Heritage Café,319.18,2022,"Beans, pulses, fish, eggs, meat and other proteins",9833
Hamara Heritage Café,604.6,2022,Dairy and alternatives,9833
Hamara Heritage Café,538.74,2022,Eat less often and in small amounts,9833
Hamara Heritage Café,2714.38,2022,Fruit and vegetables,9833
Hamara Heritage Café,426.3,2022,Not Applicable,9833
Hamara Heritage Café,18,2022,Oil & Spreads,9833
Hamara Heritage Café,1581.76,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9833
Hamara Heritage Café Healthy Holiday,33.1,2022,"Beans, pulses, fish, eggs, meat and other proteins",9858
Hamara Heritage Café Healthy Holiday,96.2,2022,Dairy and alternatives,9858
Hamara Heritage Café Healthy Holiday,106.9,2022,Eat less often and in small amounts,9858
Hamara Heritage Café Healthy Holiday,209.14,2022,Fruit and vegetables,9858
Hamara Heritage Café Healthy Holiday,89.5,2022,Not Applicable,9858
Hamara Heritage Café Healthy Holiday,77,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9858
Hamara Hlc,261.4,2022,"Beans, pulses, fish, eggs, meat and other proteins",570
Hamara Hlc,436.4,2022,Dairy and alternatives,570
Hamara Hlc,426.05,2022,Eat less often and in small amounts,570
Hamara Hlc,2314,2022,Fruit and vegetables,570
Hamara Hlc,271.5,2022,Not Applicable,570
Hamara Hlc,676.6,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",570
Hamara HLC (YSH),1595.67,2022,"Beans, pulses, fish, eggs, meat and other proteins",8681
Hamara HLC (YSH),82,2022,Dairy and alternatives,8681
Hamara HLC (YSH),669.92,2022,Eat less often and in small amounts,8681
Hamara HLC (YSH),1318.5,2022,Fruit and vegetables,8681
Hamara HLC (YSH),55.5,2022,Not Applicable,8681
Hamara HLC (YSH),747.34,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8681
Happy Days UK (PCP Collection Only),1819,2022,Not Applicable,10690
Happy Days UK (The Banqueting Table),794.11,2022,"Beans, pulses, fish, eggs, meat and other proteins",942
Happy Days UK (The Banqueting Table),464.3,2022,Dairy and alternatives,942
Happy Days UK (The Banqueting Table),617.04,2022,Eat less often and in small amounts,942
Happy Days UK (The Banqueting Table),2232.3,2022,Fruit and vegetables,942
Happy Days UK (The Banqueting Table),308.3,2022,Not Applicable,942
Happy Days UK (The Banqueting Table),12,2022,Oil & Spreads,942
Happy Days UK (The Banqueting Table),1274.68,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",942
Happy Days UK Banqueting Table (YSH),822.18,2022,"Beans, pulses, fish, eggs, meat and other proteins",9389
Happy Days UK Banqueting Table (YSH),50,2022,Dairy and alternatives,9389
Happy Days UK Banqueting Table (YSH),324.22,2022,Eat less often and in small amounts,9389
Happy Days UK Banqueting Table (YSH),695.1,2022,Fruit and vegetables,9389
Happy Days UK Banqueting Table (YSH),301.34,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9389
Harehills Lane Baptist Church (Courtyard Cafe),524.1,2022,"Beans, pulses, fish, eggs, meat and other proteins",3527
Harehills Lane Baptist Church (Courtyard Cafe),262.3,2022,Dairy and alternatives,3527
Harehills Lane Baptist Church (Courtyard Cafe),506.95,2022,Eat less often and in small amounts,3527
Harehills Lane Baptist Church (Courtyard Cafe),1821,2022,Fruit and vegetables,3527
Harehills Lane Baptist Church (Courtyard Cafe),373.6,2022,Not Applicable,3527
Harehills Lane Baptist Church (Courtyard Cafe),12,2022,Oil & Spreads,3527
Harehills Lane Baptist Church (Courtyard Cafe),743.68,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3527
Headfield Junior School,814.5,2022,"Beans, pulses, fish, eggs, meat and other proteins",6061
Headfield Junior School,644.5,2022,Dairy and alternatives,6061
Headfield Junior School,650.55,2022,Eat less often and in small amounts,6061
Headfield Junior School,1855.45,2022,Fruit and vegetables,6061
Headfield Junior School,237.9,2022,Not Applicable,6061
Headfield Junior School,0,2022,Oil & Spreads,6061
Headfield Junior School,1041.5,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6061
Headfield Junior School (YSH),631.99,2022,"Beans, pulses, fish, eggs, meat and other proteins",8675
Headfield Junior School (YSH),22,2022,Dairy and alternatives,8675
Headfield Junior School (YSH),267.5,2022,Eat less often and in small amounts,8675
Headfield Junior School (YSH),580.3,2022,Fruit and vegetables,8675
Headfield Junior School (YSH),296.94,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8675
Healey Junior Infant and Nursery School,678.5,2022,"Beans, pulses, fish, eggs, meat and other proteins",10528
Healey Junior Infant and Nursery School,572.9,2022,Dairy and alternatives,10528
Healey Junior Infant and Nursery School,723.9,2022,Eat less often and in small amounts,10528
Healey Junior Infant and Nursery School,1917.55,2022,Fruit and vegetables,10528
Healey Junior Infant and Nursery School,308.7,2022,Not Applicable,10528
Healey Junior Infant and Nursery School,6,2022,Oil & Spreads,10528
Healey Junior Infant and Nursery School,949.4,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10528
HfA Cranmore Food Pantry,644.45,2022,"Beans, pulses, fish, eggs, meat and other proteins",8503
HfA Cranmore Food Pantry,536.1,2022,Dairy and alternatives,8503
HfA Cranmore Food Pantry,816.81,2022,Eat less often and in small amounts,8503
HfA Cranmore Food Pantry,2130.8,2022,Fruit and vegetables,8503
HfA Cranmore Food Pantry,525.2,2022,Not Applicable,8503
HfA Cranmore Food Pantry,3,2022,Oil & Spreads,8503
HfA Cranmore Food Pantry,1107.88,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8503
HFA Parochial Food Pantry,1153.44,2022,"Beans, pulses, fish, eggs, meat and other proteins",9669
HFA Parochial Food Pantry,662.6,2022,Dairy and alternatives,9669
HFA Parochial Food Pantry,573.17,2022,Eat less often and in small amounts,9669
HFA Parochial Food Pantry,1563.47,2022,Fruit and vegetables,9669
HFA Parochial Food Pantry,556.1,2022,Not Applicable,9669
HFA Parochial Food Pantry,15,2022,Oil & Spreads,9669
HFA Parochial Food Pantry,1009.58,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9669
HfA Watsonia Food Pantry,955.26,2022,"Beans, pulses, fish, eggs, meat and other proteins",9564
HfA Watsonia Food Pantry,574.4,2022,Dairy and alternatives,9564
HfA Watsonia Food Pantry,755.08,2022,Eat less often and in small amounts,9564
HfA Watsonia Food Pantry,2537.84,2022,Fruit and vegetables,9564
HfA Watsonia Food Pantry,573.65,2022,Not Applicable,9564
HfA Watsonia Food Pantry,942.84,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9564
High Crags (YSH),339.15,2022,"Beans, pulses, fish, eggs, meat and other proteins",9534
High Crags (YSH),4,2022,Dairy and alternatives,9534
High Crags (YSH),90.9,2022,Eat less often and in small amounts,9534
High Crags (YSH),280.3,2022,Fruit and vegetables,9534
High Crags (YSH),5,2022,Not Applicable,9534
High Crags (YSH),153.9,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9534
High Crags School Foodbank,865.49,2022,"Beans, pulses, fish, eggs, meat and other proteins",7070
High Crags School Foodbank,528.7,2022,Dairy and alternatives,7070
High Crags School Foodbank,812.63,2022,Eat less often and in small amounts,7070
High Crags School Foodbank,2489.3,2022,Fruit and vegetables,7070
High Crags School Foodbank,373.55,2022,Not Applicable,7070
High Crags School Foodbank,3,2022,Oil & Spreads,7070
High Crags School Foodbank,750.04,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7070
Hirst Wood Nursery School,4,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6281
Holbeck Together,1031.34,2022,"Beans, pulses, fish, eggs, meat and other proteins",3992
Holbeck Together,715.75,2022,Dairy and alternatives,3992
Holbeck Together,745.42,2022,Eat less often and in small amounts,3992
Holbeck Together,2329.03,2022,Fruit and vegetables,3992
Holbeck Together,454.95,2022,Not Applicable,3992
Holbeck Together,18,2022,Oil & Spreads,3992
Holbeck Together,1072.08,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3992
Holbeck Together (YSH),863.09,2022,"Beans, pulses, fish, eggs, meat and other proteins",9416
Holbeck Together (YSH),53,2022,Dairy and alternatives,9416
Holbeck Together (YSH),298.3,2022,Eat less often and in small amounts,9416
Holbeck Together (YSH),639.2,2022,Fruit and vegetables,9416
Holbeck Together (YSH),14,2022,Not Applicable,9416
Holbeck Together (YSH),365.24,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9416
Holbeck Together Healthy Holiday,23,2022,"Beans, pulses, fish, eggs, meat and other proteins",9891
Holbeck Together Healthy Holiday,6,2022,Dairy and alternatives,9891
Holbeck Together Healthy Holiday,46,2022,Eat less often and in small amounts,9891
Holbeck Together Healthy Holiday,68,2022,Fruit and vegetables,9891
Holbeck Together Healthy Holiday,48,2022,Not Applicable,9891
Holbeck Together Healthy Holiday,28,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9891
HOPE Community Project (Pantry),918.99,2022,"Beans, pulses, fish, eggs, meat and other proteins",8256
HOPE Community Project (Pantry),664.8,2022,Dairy and alternatives,8256
HOPE Community Project (Pantry),757.94,2022,Eat less often and in small amounts,8256
HOPE Community Project (Pantry),2757.04,2022,Fruit and vegetables,8256
HOPE Community Project (Pantry),500.8,2022,Not Applicable,8256
HOPE Community Project (Pantry),6,2022,Oil & Spreads,8256
HOPE Community Project (Pantry),1006.2,2022,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8256
Hope Community Project (YSH),684.45,2022,"Beans, pulses, fish, eggs, meat and other proteins",10220
Hope Community Project (YSH),18,2022,Dairy and alternatives,10220
